1.00E-10
1.16E-10
1.25E-10
1.38E-10
1.47E-10
1.61E-10
1.82E-10
1.93E-10
2.16E-10
2.41E-10
2.67E-10
2.94E-10
3.24E-10
3.51E-10
3.89E-10
